class_161,advancement.Advancement
class_527,client.gui.screen.world.OptimizeWorldScreen
class_430,client.gui.screen.world.PresetsScreen
class_8897,client.gui.screen.world.RecoverWorldScreen
class_526,client.gui.screen.world.SelectWorldScreen
class_8669,client.gui.screen.world.SymlinkWarningScreen
class_8100,client.gui.screen.world.WorldCreator
class_8573,client.gui.screen.world.WorldIcon
class_528,client.gui.screen.world.WorldListWidget
class_8096,client.gui.screen.world.WorldScreenOptionGrid
class_8029,client.gui.ScreenPos
class_8030,client.gui.ScreenRect
class_6379,client.gui.Selectable
class_8086,client.gui.tab.GridScreenTab
class_8087,client.gui.tab.Tab
class_8088,client.gui.tab.TabManager
class_5682,client.gui.tooltip.BundleTooltipComponent
class_7999,client.gui.tooltip.FocusedTooltipPositioner
class_8001,client.gui.tooltip.HoveredTooltipPositioner
class_5683,client.gui.tooltip.OrderedTextTooltipComponent
class_7919,client.gui.tooltip.Tooltip
class_8002,client.gui.tooltip.TooltipBackgroundRenderer
class_5684,client.gui.tooltip.TooltipComponent
class_8000,client.gui.tooltip.TooltipPositioner
class_9110,client.gui.tooltip.TooltipState
class_8092,client.gui.tooltip.WidgetTooltipPositioner
class_8130,client.gui.widget.AbstractTextWidget
class_4280,client.gui.widget.AlwaysSelectedEntryListWidget
class_7849,client.gui.widget.AxisGridWidget
class_4185,client.gui.widget.ButtonWidget
class_4286,client.gui.widget.CheckboxWidget
class_339,client.gui.widget.ClickableWidget
class_9017,client.gui.widget.ContainerWidget
class_5676,client.gui.widget.CyclingButtonWidget
class_8667,client.gui.widget.DirectionalLayoutWidget
class_7529,client.gui.widget.EditBoxWidget
class_4265,client.gui.widget.ElementListWidget
class_7852,client.gui.widget.EmptyWidget
class_350,client.gui.widget.EntryListWidget
class_7845,client.gui.widget.GridWidget
class_8208,client.gui.widget.IconWidget
class_8133,client.gui.widget.LayoutWidget
class_8767,client.gui.widget.LayoutWidgets
class_347,client.gui.widget.LockButtonWidget
class_7940,client.gui.widget.MultilineTextWidget
class_8019,client.gui.widget.NarratedMultilineTextWidget
class_353,client.gui.widget.OptionListWidget
class_4892,client.gui.widget.OptionSliderWidget
class_474,client.gui.widget.PageTurnWidget
class_8765,client.gui.widget.PlayerSkinWidget
class_7847,client.gui.widget.Positioner
class_7077,client.gui.widget.PressableTextWidget
class_4264,client.gui.widget.PressableWidget
class_8577,client.gui.widget.ScrollableTextWidget
class_7528,client.gui.widget.ScrollableWidget
class_7843,client.gui.widget.SimplePositioningWidget
class_357,client.gui.widget.SliderWidget
class_8209,client.gui.widget.TabButtonWidget
class_8089,client.gui.widget.TabNavigationWidget
class_342,client.gui.widget.TextFieldWidget
class_8662,client.gui.widget.TextIconButtonWidget
class_344,client.gui.widget.TexturedButtonWidget
class_7842,client.gui.widget.TextWidget
class_8132,client.gui.widget.ThreePartsLayoutWidget
class_361,client.gui.widget.ToggleButtonWidget
class_8021,client.gui.widget.Widget
class_7838,client.gui.widget.WrapperWidget
class_7533,client.input.CursorMovement
class_744,client.input.Input
class_743,client.input.KeyboardInput
class_8494,client.input.KeyCodes
class_5631,client.item.BundleTooltipData
class_6395,client.item.ClampedModelPredicateProvider
class_7391,client.item.CompassAnglePredicateProvider
class_1800,client.item.ModelPredicateProvider
class_5272,client.item.ModelPredicateProviderRegistry
class_1836,client.item.TooltipContext
class_5632,client.item.TooltipData
class_309,client.Keyboard
class_310,client.MinecraftClient
class_5605,client.model.Dilation
class_3879,client.model.Model
class_5604,client.model.ModelCuboidData
class_5609,client.model.ModelData
class_630,client.model.ModelPart
class_5606,client.model.ModelPartBuilder
class_5610,client.model.ModelPartData
class_5603,client.model.ModelTransform
class_4496,client.model.ModelUtil
class_5608,client.model.TextureDimensions
class_5607,client.model.TexturedModelData
class_312,client.Mouse
class_742,client.network.AbstractClientPlayerEntity
class_6368,client.network.Address
class_6369,client.network.AddressResolver
class_6370,client.network.AllowedAddressResolver
class_6394,client.network.BlockListChecker
class_8760,client.network.ChunkBatchSizeCalculator
class_632,client.network.ClientAdvancementManager
class_637,client.network.ClientCommandSource
class_8673,client.network.ClientCommonNetworkHandler
class_8674,client.network.ClientConfigurationNetworkHandler
class_8675,client.network.ClientConnectionState
class_7756,client.network.ClientDynamicRegistryType
class_635,client.network.ClientLoginNetworkHandler
class_746,client.network.ClientPlayerEntity
class_636,client.network.ClientPlayerInteractionManager
class_634,client.network.ClientPlayNetworkHandler
class_9173,client.network.ClientRegistries
class_9175,client.network.ClientTagLoader
class_9112,client.network.CookieStorage
class_300,client.network.DataQueryHandler
class_9211,client.network.DebugSampleSubscriber
class_1131,client.network.LanServerInfo
class_1133,client.network.LanServerPinger
class_1134,client.network.LanServerQueryManager
class_8676,client.network.LegacyServerPinger
class_7594,client.network.message.MessageHandler
class_7595,client.network.message.MessageTrustStatus
class_644,client.network.MultiplayerServerListPinger
class_745,client.network.OtherClientPlayerEntity
class_7202,client.network.PendingUpdateManager
class_8761,client.network.PingMeasurer
class_640,client.network.PlayerListEntry
class_6371,client.network.RedirectResolver
class_7204,client.network.SequencedPacketCreator
class_639,client.network.ServerAddress
class_642,client.network.ServerInfo
class_5520,client.network.SocialInteractionsManager
class_8819,client.network.WorldLoadingState
class_4061,client.option.AttackIndicator
class_4063,client.option.CloudRenderMode
class_315,client.option.GameOptions
class_5365,client.option.GraphicsMode
class_302,client.option.HotbarStorage
class_748,client.option.HotbarStorageEntry
class_304,client.option.KeyBinding
class_4065,client.option.NarratorMode
class_4066,client.option.ParticlesMode
class_5498,client.option.Perspective
class_641,client.option.ServerList
class_7172,client.option.SimpleOption
class_4666,client.option.StickyKeyBinding
class_5736,client.particle.AbstractDustParticle
class_4955,client.particle.AbstractSlowingParticle
class_708,client.particle.AnimatedParticle
class_4794,client.particle.AscendingParticle
class_4792,client.particle.AshParticle
class_3940,client.particle.BillboardParticle
class_727,client.particle.BlockDustParticle
class_682,client.particle.BlockFallingDustParticle
class_663,client.particle.BlockLeakParticle
class_6734,client.particle.BlockMarkerParticle
class_653,client.particle.BubbleColumnUpParticle
class_661,client.particle.BubblePopParticle
class_3937,client.particle.CampfireSmokeParticle
class_8253,client.particle.CherryLeavesParticle
class_704,client.particle.CloudParticle
class_668,client.particle.ConnectionParticle
class_647,client.particle.CrackParticle
class_736,client.particle.CurrentDownParticle
class_657,client.particle.DamageParticle
class_666,client.particle.DragonBreathParticle
class_5734,client.particle.DustColorTransitionParticle
class_8845,client.particle.DustPlumeParticle
class_700,client.particle.ElderGuardianAppearanceParticle
class_733,client.particle.EmitterParticle
class_684,client.particle.EmotionParticle
class_675,client.particle.EndRodParticle
class_689,client.particle.ExplosionEmitterParticle
class_691,client.particle.ExplosionLargeParticle
class_673,client.particle.ExplosionSmokeParticle
class_717,client.particle.FireSmokeParticle
class_677,client.particle.FireworksSparkParticle
class_738,client.particle.FishingParticle
class_687,client.particle.FlameParticle
class_5786,client.particle.GlowParticle
class_8979,client.particle.GustEmitterParticle
class_8977,client.particle.GustParticle
class_693,client.particle.ItemPickupParticle
class_696,client.particle.LargeFireSmokeParticle
class_694,client.particle.LavaEmberParticle
class_3998,client.particle.NoRenderParticle
class_698,client.particle.NoteParticle
class_703,client.particle.Particle
class_707,client.particle.ParticleFactory
class_5878,client.particle.ParticleGroup
class_702,client.particle.ParticleManager
class_4089,client.particle.ParticleTextureData
class_3999,client.particle.ParticleTextureSheet
class_709,client.particle.PortalParticle
class_740,client.particle.RainSplashParticle
class_671,client.particle.RedDustParticle
class_4974,client.particle.ReversePortalParticle
class_7206,client.particle.SculkChargeParticle
class_7208,client.particle.SculkChargePopParticle
class_7281,client.particle.ShriekParticle
class_5685,client.particle.SnowflakeParticle
class_7452,client.particle.SonicBoomParticle
class_4956,client.particle.SoulParticle
class_711,client.particle.SpellParticle
class_721,client.particle.SpitParticle
class_4003,client.particle.SpriteBillboardParticle
class_4002,client.particle.SpriteProvider
class_725,client.particle.SquidInkParticle
class_729,client.particle.SuspendParticle
class_645,client.particle.SweepAttackParticle
class_734,client.particle.TotemParticle
class_8982,client.particle.TrialSpawnerDetectionParticle
class_5737,client.particle.VibrationParticle
class_655,client.particle.WaterBubbleParticle
class_719,client.particle.WaterSplashParticle
class_723,client.particle.WaterSuspendParticle
class_5165,client.particle.WhiteAshParticle
class_8899,client.particle.WhiteSmokeParticle
class_8496,client.QuickPlay
class_8497,client.QuickPlayLogger
class_4869,client.realms.CheckedGson
class_4867,client.realms.dto.Backup
class_4868,client.realms.dto.BackupList
class_4870,client.realms.dto.Ops
class_4871,client.realms.dto.PendingInvite
class_4872,client.realms.dto.PendingInvitesList
class_4873,client.realms.dto.PingResult
class_6193,client.realms.dto.PlayerActivities
class_6192,client.realms.dto.PlayerActivity
class_4874,client.realms.dto.PlayerInfo
class_4875,client.realms.dto.RealmsDescriptionDto
class_4876,client.realms.dto.RealmsNews
class_8204,client.realms.dto.RealmsNotification
class_4877,client.realms.dto.RealmsServer
class_4878,client.realms.dto.RealmsServerAddress
class_4879,client.realms.dto.RealmsServerList
class_4880,client.realms.dto.RealmsServerPing
class_4881,client.realms.dto.RealmsServerPlayerList
class_4882,client.realms.dto.RealmsServerPlayerLists
class_8206,client.realms.dto.RealmsText
class_4883,client.realms.dto.RealmsWorldOptions
class_4884,client.realms.dto.RealmsWorldResetDto
class_4886,client.realms.dto.RegionPingResult
class_4887,client.realms.dto.Subscription
class_4888,client.realms.dto.UploadInfo
class_4352,client.realms.dto.ValueObject
class_4889,client.realms.dto.WorldDownload
class_4890,client.realms.dto.WorldTemplate
class_4891,client.realms.dto.WorldTemplatePaginatedList
class_4353,client.realms.exception.RealmsDefaultUncaughtExceptionHandler
class_4354,client.realms.exception.RealmsHttpException
class_4355,client.realms.exception.RealmsServiceException
class_4356,client.realms.exception.RetryCallException
class_4333,client.realms.FileDownload
class_4337,client.realms.FileUpload
class_8661,client.realms.gui.RealmsLoadingWidget
class_4367,client.realms.gui.RealmsWorldSlotButton
class_8656,client.realms.gui.screen.BuyRealmsScreen
class_4899,client.realms.gui.screen.DisconnectedRealmsScreen
class_4371,client.realms.gui.screen.RealmsAcceptRejectButton
class_4379,client.realms.gui.screen.RealmsBackupInfoScreen
class_4381,client.realms.gui.screen.RealmsBackupScreen
class_4384,client.realms.gui.screen.RealmsBrokenWorldScreen
class_4387,client.realms.gui.screen.RealmsClientIncompatibleScreen
class_4388,client.realms.gui.screen.RealmsConfigureWorldScreen
class_4389,client.realms.gui.screen.RealmsConfirmScreen
class_4390,client.realms.gui.screen.RealmsCreateRealmScreen
class_4410,client.realms.gui.screen.RealmsCreateWorldScreen
class_4392,client.realms.gui.screen.RealmsDownloadLatestWorldScreen
class_4394,client.realms.gui.screen.RealmsGenericErrorScreen
class_4395,client.realms.gui.screen.RealmsInviteScreen
class_4396,client.realms.gui.screen.RealmsLongConfirmationScreen
class_4398,client.realms.gui.screen.RealmsLongRunningMcoTaskScreen
class_8789,client.realms.gui.screen.RealmsLongRunningTickableTaskScreen
class_4325,client.realms.gui.screen.RealmsMainScreen
class_4399,client.realms.gui.screen.RealmsNotificationsScreen
class_4400,client.realms.gui.screen.RealmsParentalConsentScreen
class_4401,client.realms.gui.screen.RealmsPendingInvitesScreen
class_4406,client.realms.gui.screen.RealmsPlayerScreen
class_4409,client.realms.gui.screen.RealmsResetNormalWorldScreen
class_4905,client.realms.gui.screen.RealmsScreen
class_4416,client.realms.gui.screen.RealmsSelectFileToUploadScreen
class_4419,client.realms.gui.screen.RealmsSelectWorldTemplateScreen
class_4422,client.realms.gui.screen.RealmsSettingsScreen
class_4423,client.realms.gui.screen.RealmsSlotOptionsScreen
class_4425,client.realms.gui.screen.RealmsSubscriptionInfoScreen
class_4426,client.realms.gui.screen.RealmsTermsScreen
class_4427,client.realms.gui.screen.RealmsUploadScreen
class_5672,client.realms.gui.screen.RealmsWorldGeneratorType
class_4413,client.realms.gui.screen.ResetWorldInfo
class_4429,client.realms.gui.screen.UploadResult
class_4339,client.realms.Ping
class_8647,client.realms.RealmsAvailability
class_4341,client.realms.RealmsClient
class_4344,client.realms.RealmsClientConfig
class_4902,client.realms.RealmsConnection
class_4345,client.realms.RealmsError
class_4903,client.realms.RealmsLabel
class_7579,client.realms.RealmsNewsUpdater
class_4904,client.realms.RealmsObjectSelectionList
class_7578,client.realms.RealmsPeriodicCheckers
class_4885,client.realms.RealmsSerializable
class_4907,client.realms.RepeatedNarrator
class_4346,client.realms.Request
class_4428,client.realms.SizeUnit
class_4435,client.realms.task.CloseServerTask
class_8844,client.realms.task.CreatingSnapshotWorldTask
class_4436,client.realms.task.DownloadTask
class_4358,client.realms.task.LongRunningTask
class_4437,client.realms.task.OpenServerTask
class_4438,client.realms.task.RealmsConnectTask
class_4439,client.realms.task.RealmsPrepareConnectionTask
class_5673,client.realms.task.ResettingNormalWorldTask
class_4440,client.realms.task.ResettingWorldTask
class_5674,client.realms.task.ResettingWorldTemplateTask
class_4441,client.realms.task.RestoreTask
class_4442,client.realms.task.SwitchMinigameTask
class_4443,client.realms.task.SwitchSlotTask
class_4445,client.realms.task.WorldCreationTask
class_4351,client.realms.UploadStatus
class_4431,client.realms.util.JsonUtils
class_7581,client.realms.util.PeriodicRunnerFactory
class_7478,client.realms.util.Realms32BitWarningChecker
class_4432,client.realms.util.RealmsPersistence
class_7580,client.realms.util.RealmsServerFilterer
class_4446,client.realms.util.RealmsTextureManager
class_4448,client.realms.util.RealmsUtil
class_4450,client.realms.util.TextRenderingUtils
class_4453,client.realms.util.UploadTokenCache
class_299,client.recipebook.ClientRecipeBook
class_314,client.recipebook.RecipeBookGroup
class_758,client.render.BackgroundRenderer
class_778,client.render.block.BlockModelRenderer
class_773,client.render.block.BlockModels
class_776,client.render.block.BlockRenderManager
class_823,client.render.block.entity.BannerBlockEntityRenderer
class_822,client.render.block.entity.BeaconBlockEntityRenderer
class_825,client.render.block.entity.BedBlockEntityRenderer
class_3880,client.render.block.entity.BellBlockEntityRenderer
class_824,client.render.block.entity.BlockEntityRenderDispatcher
class_827,client.render.block.entity.BlockEntityRenderer
class_5616,client.render.block.entity.BlockEntityRendererFactories
class_5614,client.render.block.entity.BlockEntityRendererFactory
class_8189,client.render.block.entity.BrushableBlockEntityRenderer
class_3941,client.render.block.entity.CampfireBlockEntityRenderer
class_826,client.render.block.entity.ChestBlockEntityRenderer
class_829,client.render.block.entity.ConduitBlockEntityRenderer
